"p_id","p_url","p_name","p_status","p_brand","p_system","p_addtime","jd_price","p_weight","p_network","p_color","p_CPU","p_screenSize","p_place","p_special","p_tags","p_comment"
982040,"http://item.jd.com/982040.html","苹果5S","1","苹果（Apple）","iOS","2013-11-20 13:47:19",4988,352,"联通3G（WCDMA）,移动2G/联通2G（GSM）","金色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(3648)
系统流畅(2911)
反应快(2537)
功能齐全(2409)
照相不错(2266)
分辨率高(2262)
通话质量好(1703)
音质好(1604)
后盖很漂亮(1526)","全部评价(15061)
好评(14425)
中评(335)
差评(301)
有晒单(847)"
647812,"http://item.jd.com/647812.html","三星I9300","1","三星（SAMSUNG）","Android","2013-11-12 10:55:58",2388,340,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","四核CPU","4.9-4.1英寸","中国大陆","购机送话费","外观漂亮(4077)
屏幕大(3484)
性价比高(3126)
功能齐全(3076)
系统流畅(2930)
分辨率高(2919)
照相不错(2856)
反应快(2514)
通话质量好(1928)","全部评价(30343)
好评(28021)
中评(1467)
差评(855)
有晒单(851)"
919669,"http://item.jd.com/919669.html","华为P6","1","华为（HUAWEI）","Android","2014-02-08 16:21:12",1949,392,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","四核CPU","4.9-4.1英寸","中国大陆","美颜自拍","支持国产机(1192)
外观漂亮(1185)
性价比高(839)
系统流畅(770)
照相不错(677)
功能齐全(631)
屏幕大(612)
分辨率高(594)
反应快(579)
通话质量好(463)","全部评价(4362)
好评(4090)
中评(195)
差评(77)
有晒单(182)"
772065,"http://item.jd.com/772065.html","三星N7102","1","三星（SAMSUNG）","Android","2013-03-13 16:27:44",2788,436,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","蓝色","","5.5-5.0英寸","中国大陆","","屏幕大(725)
外观漂亮(557)
功能齐全(512)
性价比高(498)
系统流畅(474)
反应快(391)
照相不错(324)
分辨率高(324)
通话质量好(321)
信号稳定(289)","全部评价(3676)
好评(3440)
中评(150)
差评(86)
有晒单(179)"
1023437,"http://item.jd.com/1023437.html","苹果5s","1","苹果（Apple）","iOS","2014-01-16 10:18:40",4899,350,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","其它","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(451)
系统流畅(387)
反应快(321)
功能齐全(299)
照相不错(263)
分辨率高(263)
通话质量好(197)
音质好(166)
软件也不错(163)
性价比高(147)","全部评价(1797)
好评(1711)
中评(40)
差评(46)
有晒单(114)"
1041685,"http://item.jd.com/1041685.html","华为B199","1","华为（HUAWEI）","Android","2014-01-14 09:34:55",1999,170,"电信2G（CDMA）,电信3G（CDMA2000）,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","拍照神器","支持国产机(2278)
屏幕大(2256)
外观漂亮(1937)
系统流畅(1856)
性价比高(1699)
反应快(1556)
照相不错(1491)
电池耐用(1335)
功能齐全(1327)","全部评价(8310)
好评(7924)
中评(253)
差评(133)
有晒单(1094)"
981822,"http://item.jd.com/981822.html","苹果4S","1","苹果（Apple）","iOS","2013-09-26 16:12:25",2798,342,"联通3G（WCDMA）,移动2G/联通2G（GSM）","黑色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(1958)
系统流畅(1773)
性价比高(1711)
照相不错(1444)
功能齐全(1413)
反应快(1367)
分辨率高(1311)
通话质量好(1212)
音质好(1085)","全部评价(9643)
好评(9021)
中评(396)
差评(226)
有晒单(442)"
1013278,"http://item.jd.com/1013278.html","努比亚大牛 Z5S","1","努比亚（nubia）","Android","2013-11-19 16:35:59",1999,305,"3G全网通,电信2G（CDMA）,电信3G（CDMA2000）,联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","中国大陆","1080P全高清屏,JDPhone计划,美颜自拍,拍照神器","性价比高(4859)
支持国产机(4618)
分辨率高(4579)
系统流畅(4288)
反应快(3934)
屏幕大(3798)
照相不错(3731)
外观漂亮(3464)
功能齐全(2887)
信号稳定(1732)","全部评价(19818)
好评(18256)
中评(993)
差评(569)
有晒单(3205)"
862534,"http://item.jd.com/862534.html","三星I9508","1","三星（SAMSUNG）","Android","2013-04-17 08:47:26",3399,350,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","1080P全高清屏","外观漂亮(3437)
分辨率高(2829)
屏幕大(2827)
功能齐全(2742)
系统流畅(2699)
照相不错(2690)
反应快(2389)
通话质量好(1675)
音质好(1568)","全部评价(16222)
好评(15007)
中评(760)
差评(455)
有晒单(482)"
919670,"http://item.jd.com/919670.html","华为P6","1","华为（HUAWEI）","Android","2014-01-13 16:37:28",1999,390,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","四核CPU","4.9-4.1英寸","中国大陆","美颜自拍","外观漂亮(1365)
支持国产机(1293)
照相不错(845)
性价比高(800)
系统流畅(789)
功能齐全(661)
屏幕大(639)
分辨率高(635)
反应快(575)
通话质量好(450)","全部评价(4671)
好评(4343)
中评(220)
差评(108)
有晒单(167)"
1023438,"http://item.jd.com/1023438.html","苹果5s","1","苹果（Apple）","iOS","2014-01-16 10:19:33",4899,350,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","灰色","","4.0-3.1英寸","中国大陆","拍照神器","系统流畅(158)
外观漂亮(157)
反应快(140)
功能齐全(116)
分辨率高(115)
照相不错(107)
通话质量好(100)
音质好(82)
软件也不错(62)
信号稳定(62)","全部评价(747)
好评(710)
中评(21)
差评(16)
有晒单(42)"
858025,"http://item.jd.com/858025.html","三星I8552","1","三星（SAMSUNG）","Android","2013-04-19 08:47:18",1399,300,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","","4.9-4.1英寸","中国大陆","","外观漂亮(2636)
性价比高(2410)
屏幕大(2368)
功能齐全(1826)
系统流畅(1700)
通话质量好(1376)
反应快(1363)
照相不错(1178)
信号稳定(1148)
音质好(1029)","全部评价(14051)
好评(12893)
中评(763)
差评(395)
有晒单(414)"
656206,"http://item.jd.com/656206.html","三星I9308","1","三星（SAMSUNG）","Android","2013-11-25 09:14:15",2399,336,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","四核CPU","4.9-4.1英寸","中国大陆","3G视频通话,拍照神器,商务手机","外观漂亮(3979)
屏幕大(3298)
系统流畅(2914)
功能齐全(2898)
性价比高(2833)
照相不错(2708)
分辨率高(2689)
反应快(2444)
通话质量好(1936)","全部评价(33152)
好评(31043)
中评(1381)
差评(728)
有晒单(749)"
849740,"http://item.jd.com/849740.html","华为Mate","1","华为（HUAWEI）","Android","2014-01-14 14:17:43",1599,446,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","","","5.6英寸及以上","中国大陆","拍照神器","屏幕大(1265)
支持国产机(1135)
性价比高(983)
外观漂亮(926)
系统流畅(746)
电池耐用(693)
待机时间长(636)
功能齐全(609)
反应快(545)
通话质量好(430)","全部评价(7109)
好评(6699)
中评(254)
差评(156)
有晒单(376)"
917770,"http://item.jd.com/917770.html","华为P6","1","华为（HUAWEI）","Android","2014-03-01 19:26:42",1899,404,"电信2G（CDMA）,电信3G（CDMA2000）,双卡,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","粉色","","4.9-4.1英寸","中国大陆","美颜自拍","外观漂亮(1345)
支持国产机(1215)
性价比高(865)
照相不错(832)
系统流畅(765)
功能齐全(629)
反应快(589)
分辨率高(574)
屏幕大(556)
通话质量好(477)","全部评价(4498)
好评(4247)
中评(175)
差评(76)
有晒单(228)"
975023,"http://item.jd.com/975023.html","三星Note 3","1","三星（SAMSUNG）","","2013-09-24 19:45:13",4299,438,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","1080P全高清屏,拍照神器,支持NFC","屏幕大(523)
外观漂亮(462)
功能齐全(380)
系统流畅(364)
分辨率高(359)
反应快(329)
照相不错(308)
通话质量好(235)
后盖很漂亮(200)
性价比高(180)","全部评价(2025)
好评(1909)
中评(58)
差评(58)
有晒单(112)"
1041196,"http://item.jd.com/1041196.html","努比亚大牛 Z5S 32G版","1","努比亚（nubia）","Android","2014-01-13 10:15:43",2199,305,"3G全网通,电信2G（CDMA）,电信3G（CDMA2000）,联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","中国大陆","1080P全高清屏,JDPhone计划,美颜自拍,拍照神器","性价比高(763)
支持国产机(738)
分辨率高(726)
系统流畅(699)
反应快(635)
照相不错(598)
屏幕大(569)
外观漂亮(549)
功能齐全(465)
信号稳定(290)","全部评价(3423)
好评(3126)
中评(209)
差评(88)
有晒单(288)"
964296,"http://item.jd.com/964296.html","魅族MX2","1","魅族（MEIZU）","Android","2013-12-16 10:51:41",1599,400,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","4.9-4.1英寸","中国大陆","拍照神器","外观漂亮(689)
支持国产机(589)
性价比高(507)
系统流畅(470)
分辨率高(426)
反应快(342)
功能齐全(318)
照相不错(301)
音质好(259)
通话质量好(247)","全部评价(3344)
好评(3093)
中评(175)
差评(76)
有晒单(175)"
1041190,"http://item.jd.com/1041190.html","努比亚小牛2 Z5S mini","1","努比亚（nubia）","Android","2014-01-13 10:16:58",1499,500,"3G全网通,电信2G（CDMA）,电信3G（CDMA2000）,联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","4.9-4.1英寸","中国大陆","JDPhone计划,美颜自拍,拍照神器","性价比高(1962)
支持国产机(1845)
外观漂亮(1717)
系统流畅(1623)
反应快(1390)
照相不错(1349)
分辨率高(1240)
功能齐全(1179)
屏幕大(834)
通话质量好(676)","全部评价(8453)
好评(7885)
中评(417)
差评(151)
有晒单(605)"
992304,"http://item.jd.com/992304.html","华为G610-T11","1","华为（HUAWEI）","Android","2013-11-13 15:08:42",859,302,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","支持国产机(2879)
性价比高(2543)
屏幕大(2512)
外观漂亮(2275)
系统流畅(1828)
功能齐全(1516)
反应快(1460)
信号稳定(1129)
通话质量好(1058)","全部评价(10900)
好评(10273)
中评(453)
差评(174)
有晒单(467)"
1028493,"http://item.jd.com/1028493.html","三星G7106","1","三星（SAMSUNG）","Android","2014-02-14 09:35:07",2199,350,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","","外观漂亮(154)
屏幕大(151)
性价比高(138)
系统流畅(119)
功能齐全(108)
后盖很漂亮(94)
反应快(83)
分辨率高(77)
照相不错(69)
通话质量好(66)","全部评价(624)
好评(598)
中评(22)
差评(4)
有晒单(29)"
980682,"http://item.jd.com/980682.html","三星N9008","1","三星（SAMSUNG）","Android","2013-09-24 19:59:41",3978,422,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","5.6英寸及以上","中国大陆","支持NFC","屏幕大(1171)
外观漂亮(902)
系统流畅(812)
分辨率高(800)
功能齐全(780)
反应快(726)
照相不错(663)
通话质量好(490)
性价比高(426)
音质好(383)","全部评价(4435)
好评(4236)
中评(133)
差评(66)
有晒单(172)"
973861,"http://item.jd.com/973861.html","三星N9009","1","三星（SAMSUNG）","Android","2013-11-29 10:32:38",4299,434,"电信2G（CDMA）,电信3G（CDMA2000）,双卡,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","1080P全高清屏,拍照神器,支持NFC","外观漂亮(682)
功能齐全(573)
系统流畅(569)
分辨率高(556)
反应快(499)
照相不错(483)
信号稳定(314)
通话质量好(308)
后盖很漂亮(284)
音质好(258)","全部评价(3091)
好评(2955)
中评(78)
差评(58)
有晒单(139)"
962331,"http://item.jd.com/962331.html","诺基亚Lumia 1020","1","诺基亚（NOKIA）","WindowsPhone","2013-09-09 09:46:18",2999,384,"联通3G（WCDMA）","黄色","","4.9-4.1英寸","中国大陆","拍照神器,支持NFC","照相不错(808)
外观漂亮(680)
系统流畅(649)
反应快(460)
分辨率高(410)
通话质量好(340)
屏幕大(303)
后盖很漂亮(303)
功能齐全(292)
信号稳定(280)","全部评价(2618)
好评(2384)
中评(128)
差评(106)
有晒单(191)"
986942,"http://item.jd.com/986942.html","苹果5s","1","苹果（Apple）","iOS","2013-11-17 16:28:34",4898,356,"联通3G（WCDMA）,移动2G/联通2G（GSM）","其它","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(1538)
系统流畅(1325)
反应快(1176)
功能齐全(1059)
照相不错(1037)
分辨率高(984)
通话质量好(741)
音质好(696)
软件也不错(564)
信号稳定(551)","全部评价(6434)
好评(6141)
中评(172)
差评(121)
有晒单(357)"
1057746,"http://item.jd.com/1057746.html","苹果iPhone 5s","1","苹果（Apple）","iOS","2014-01-26 09:06:16",5198,400,"联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","金色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(402)
系统流畅(335)
反应快(286)
功能齐全(253)
照相不错(235)
分辨率高(217)
通话质量好(169)
信号稳定(164)
音质好(158)
软件也不错(127)","全部评价(1596)
好评(1510)
中评(42)
差评(44)
有晒单(132)"
974077,"http://item.jd.com/974077.html","三星N9008","1","三星（SAMSUNG）","Android","2013-09-24 19:59:35",3978,424,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.6英寸及以上","中国大陆","1080P全高清屏","屏幕大(3088)
外观漂亮(2731)
分辨率高(2186)
系统流畅(2110)
功能齐全(2043)
照相不错(1880)
反应快(1844)
通话质量好(1242)
性价比高(1149)","全部评价(11542)
好评(10970)
中评(334)
差评(238)
有晒单(542)"
981821,"http://item.jd.com/981821.html","苹果4S","1","苹果（Apple）","iOS","2013-09-26 14:58:31",2798,342,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","双核CPU","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(4384)
系统流畅(3770)
性价比高(3410)
照相不错(3006)
功能齐全(2914)
反应快(2855)
分辨率高(2756)
通话质量好(2489)
音质好(2180)","全部评价(20047)
好评(18647)
中评(840)
差评(560)
有晒单(924)"
1023433,"http://item.jd.com/1023433.html","苹果5s","1","苹果（Apple）","iOS","2014-01-14 10:13:40",5099,350,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","金色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(349)
系统流畅(293)
功能齐全(252)
反应快(240)
照相不错(208)
分辨率高(206)
通话质量好(175)
音质好(162)
信号稳定(157)
后盖很漂亮(144)","全部评价(1459)
好评(1400)
中评(32)
差评(27)
有晒单(77)"
968049,"http://item.jd.com/968049.html","酷派8750","1","酷派（Coolpad）","Android","2013-09-10 11:56:58",999,410,"移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","中国大陆","1080P全高清屏","屏幕大(855)
支持国产机(655)
外观漂亮(644)
性价比高(629)
分辨率高(624)
功能齐全(383)
系统流畅(310)
通话质量好(308)
字体大(255)
信号稳定(247)","全部评价(2882)
好评(2590)
中评(203)
差评(89)
有晒单(477)"
971254,"http://item.jd.com/971254.html","三星N9006","1","三星（SAMSUNG）","Android","2013-09-24 19:45:21",4249,424,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","1080P全高清屏,拍照神器,支持NFC","屏幕大(1394)
外观漂亮(1186)
分辨率高(995)
系统流畅(948)
功能齐全(912)
反应快(884)
照相不错(808)
通话质量好(486)
性价比高(466)
音质好(463)","全部评价(5075)
好评(4813)
中评(160)
差评(102)
有晒单(314)"
1057741,"http://item.jd.com/1057741.html","苹果iPhone 5s","1","苹果（Apple）","iOS","2014-01-26 09:06:35",5098,400,"联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","其它","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(231)
系统流畅(213)
反应快(149)
照相不错(144)
分辨率高(142)
功能齐全(142)
通话质量好(102)
音质好(99)
信号稳定(83)
软件也不错(80)","全部评价(908)
好评(859)
中评(23)
差评(26)
有晒单(61)"
1013281,"http://item.jd.com/1013281.html","努比亚小牛2 Z5S mini","1","努比亚（nubia）","Android","2013-11-19 16:38:40",1499,500,"3G全网通,电信2G（CDMA）,电信3G（CDMA2000）,联通3G（WCDMA）,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","其它","","4.9-4.1英寸","中国大陆","JDPhone计划,美颜自拍,拍照神器","性价比高(10131)
外观漂亮(9406)
支持国产机(9164)
系统流畅(8260)
照相不错(7008)
反应快(6960)
分辨率高(6107)
功能齐全(5770)
屏幕大(4552)","全部评价(40909)
好评(38039)
中评(1959)
差评(911)
有晒单(5201)"
920572,"http://item.jd.com/920572.html","三星I9158","1","三星（SAMSUNG）","Android","2013-07-04 09:50:37",2088,404,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","双核CPU","5.6英寸及以上","中国大陆","拍照神器,商务手机","屏幕大(3026)
外观漂亮(2233)
性价比高(1937)
功能齐全(1497)
系统流畅(1438)
反应快(1209)
照相不错(1197)
通话质量好(1098)
字体大(1047)","全部评价(9744)
好评(9021)
中评(480)
差评(243)
有晒单(355)"
975641,"http://item.jd.com/975641.html","苹果5S","1","苹果（Apple）","iOS","2013-11-11 13:59:42",4999,350,"电信3G（CDMA2000）","金色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(558)
系统流畅(502)
反应快(401)
功能齐全(374)
照相不错(367)
分辨率高(364)
信号稳定(289)
通话质量好(272)
音质好(270)
软件也不错(218)","全部评价(2413)
好评(2311)
中评(45)
差评(57)
有晒单(177)"
978316,"http://item.jd.com/978316.html","苹果iPhone 4S","1","苹果（Apple）","iOS","2013-11-04 09:19:27",2788,342,"电信2G（CDMA）,电信3G（CDMA2000）","白色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(463)
系统流畅(377)
反应快(331)
性价比高(308)
功能齐全(307)
照相不错(302)
分辨率高(283)
通话质量好(257)
信号稳定(257)
音质好(230)","全部评价(2100)
好评(1907)
中评(110)
差评(83)
有晒单(101)"
1017187,"http://item.jd.com/1017187.html","联想K910","1","联想","Android","2013-12-04 14:24:43",2299,416,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","其它","","5.5-5.0英寸","中国大陆","拍照神器","系统流畅(542)
支持国产机(510)
屏幕大(476)
分辨率高(458)
反应快(438)
外观漂亮(435)
性价比高(405)
功能齐全(387)
照相不错(334)
信号稳定(217)","全部评价(2039)
好评(1961)
中评(53)
差评(25)
有晒单(497)"
1013497,"http://item.jd.com/1013497.html","酷派8198T","1","酷派（Coolpad）","Android","2013-11-25 19:01:41",799,340,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","外观漂亮(359)
支持国产机(331)
屏幕大(315)
性价比高(280)
系统流畅(217)
功能齐全(200)
反应快(170)
通话质量好(152)
照相不错(144)
信号稳定(126)","全部评价(1656)
好评(1475)
中评(136)
差评(45)
有晒单(78)"
1023455,"http://item.jd.com/1023455.html","苹果5c","1","苹果（Apple）","iOS","2014-01-16 11:56:15",3999,330,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","白色","","4.0-3.1英寸","中国大陆","拍照神器","外观漂亮(117)
系统流畅(103)
功能齐全(90)
反应快(80)
分辨率高(73)
性价比高(67)
照相不错(64)
音质好(59)
信号稳定(56)
通话质量好(52)","全部评价(434)
好评(414)
中评(12)
差评(8)
有晒单(24)"
978317,"http://item.jd.com/978317.html","苹果iPhone 4S","1","苹果（Apple）","iOS","2013-11-04 09:19:23",2788,344,"电信2G（CDMA）,电信3G（CDMA2000）","黑色","","4.0-3.1英寸","中国大陆","拍照神器","系统流畅(240)
外观漂亮(236)
分辨率高(201)
性价比高(184)
照相不错(178)
通话质量好(176)
功能齐全(172)
反应快(172)
信号稳定(152)
音质好(130)","全部评价(1282)
好评(1183)
中评(56)
差评(43)
有晒单(63)"
1058680,"http://item.jd.com/1058680.html","三星G7108","1","三星（SAMSUNG）","Android","2014-01-26 16:04:52",2299,340,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","屏幕大(107)
系统流畅(104)
外观漂亮(101)
性价比高(85)
功能齐全(73)
后盖很漂亮(69)
分辨率高(60)
信号稳定(54)
反应快(52)
通话质量好(46)","全部评价(438)
好评(408)
中评(19)
差评(11)
有晒单(35)"
893661,"http://item.jd.com/893661.html","诺基亚925","1","诺基亚（NOKIA）","WindowsPhone","2013-06-17 08:51:20",2099,356,"联通3G（WCDMA）,移动2G/联通2G（GSM）","黑色","双核CPU","4.9-4.1英寸","中国大陆","拍照神器","系统流畅(908)
照相不错(842)
外观漂亮(782)
反应快(643)
分辨率高(541)
性价比高(499)
通话质量好(464)
屏幕大(450)
信号稳定(328)
音质好(320)","全部评价(3177)
好评(2886)
中评(202)
差评(89)
有晒单(153)"
656205,"http://item.jd.com/656205.html","三星I9308","1","三星（SAMSUNG）","Android","2012-06-01 14:34:03",2399,334,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","蓝色","","4.9-4.1英寸","中国大陆","支持NFC","外观漂亮(1237)
功能齐全(1084)
屏幕大(1044)
性价比高(985)
系统流畅(962)
分辨率高(877)
照相不错(821)
反应快(821)
通话质量好(651)
信号稳定(563)","全部评价(13628)
好评(12942)
中评(463)
差评(223)
有晒单(236)"
915676,"http://item.jd.com/915676.html","联想P780","1","联想","Android","2013-07-05 14:20:32",1199,510,"联通3G（WCDMA）,移动2G/联通2G（GSM）","黑色","","5.5-5.0英寸","中国大陆","长待机","电池耐用(1473)
待机时间长(1470)
支持国产机(1434)
性价比高(1192)
屏幕大(1185)
功能齐全(804)
系统流畅(773)
外观漂亮(722)
照相不错(569)
通话质量好(525)","全部评价(5704)
好评(5307)
中评(267)
差评(130)
有晒单(230)"
1005995,"http://item.jd.com/1005995.html","三星N9009","1","三星（SAMSUNG）","Android","2013-11-08 18:13:56",4599,432,"电信2G（CDMA）,电信3G（CDMA2000）,双卡,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","1080P全高清屏,拍照神器,支持NFC","屏幕大(210)
外观漂亮(171)
分辨率高(162)
系统流畅(154)
功能齐全(142)
反应快(141)
照相不错(134)
通话质量好(107)
信号稳定(97)
后盖很漂亮(78)","全部评价(765)
好评(731)
中评(21)
差评(13)
有晒单(38)"
841556,"http://item.jd.com/841556.html","诺基亚Lumia 520","1","诺基亚（NOKIA）","WindowsPhone","2013-03-21 11:01:32",699,290,"联通3G（WCDMA）,移动2G/联通2G（GSM）","黑色","","4.0-3.1英寸","中国大陆","","性价比高(2766)
系统流畅(2475)
通话质量好(1749)
外观漂亮(1743)
反应快(1699)
信号稳定(1458)
功能齐全(1301)
照相不错(1058)
音质好(990)
软件也不错(881)","全部评价(14151)
好评(12707)
中评(962)
差评(482)
有晒单(453)"
964294,"http://item.jd.com/964294.html","魅族MX2","1","魅族（MEIZU）","Android","2013-11-05 10:38:11",1599,396,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","4.9-4.1英寸","中国大陆","拍照神器","外观漂亮(1344)
支持国产机(1257)
性价比高(1071)
系统流畅(1046)
分辨率高(889)
反应快(759)
功能齐全(705)
照相不错(626)
音质好(542)
通话质量好(503)","全部评价(8013)
好评(7384)
中评(422)
差评(207)
有晒单(320)"
772064,"http://item.jd.com/772064.html","三星N7102","1","三星（SAMSUNG）","Android","2013-01-06 11:51:03",3099,422,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","四核CPU","5.5-5.0英寸","中国大陆","购机送话费","屏幕大(1649)
外观漂亮(1235)
功能齐全(1028)
系统流畅(1010)
性价比高(870)
反应快(852)
照相不错(820)
分辨率高(794)
通话质量好(697)
信号稳定(555)","全部评价(8997)
好评(8407)
中评(371)
差评(219)
有晒单(313)"
973862,"http://item.jd.com/973862.html","三星N9009","1","三星（SAMSUNG）","Android","2013-09-24 15:15:53",4299,432,"电信2G（CDMA）,电信3G（CDMA2000）,双卡,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","灰色","","5.6英寸及以上","中国大陆","1080P全高清屏,拍照神器,支持NFC","系统流畅(373)
功能齐全(365)
分辨率高(350)
反应快(347)
照相不错(275)
通话质量好(255)
信号稳定(223)
音质好(179)
后盖很漂亮(177)
字体大(158)","全部评价(1978)
好评(1900)
中评(55)
差评(23)
有晒单(86)"
926083,"http://item.jd.com/926083.html","联想A670T","1","联想","Android","2013-07-10 16:37:28",619,362,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","四核CPU","4.9-4.1英寸","中国大陆","拍照神器,商务手机,双卡机","支持国产机(1389)
外观漂亮(1150)
性价比高(1104)
照相不错(832)
屏幕大(811)
功能齐全(693)
系统流畅(624)
反应快(541)
通话质量好(492)
后盖很漂亮(445)","全部评价(5823)
好评(5251)
中评(434)
差评(138)
有晒单(239)"
1045274,"http://item.jd.com/1045274.html","LG G Flex（D958）","1","LG","Android","2014-01-21 14:07:02",4999,402,"联通3G（WCDMA）,移动2G/联通2G（GSM）","灰色","","5.6英寸及以上","中国大陆","曲面屏","系统流畅(14)
通话质量好(14)
屏幕大(13)
外观漂亮(9)
待机时间长(9)
信号稳定(8)
电池耐用(7)
性价比高(7)
照相不错(6)
反应快(6)","全部评价(58)
好评(54)
中评(4)
差评(0)
有晒单(9)"
1030917,"http://item.jd.com/1030917.html","华为G730","1","华为（HUAWEI）","Android","2013-12-20 08:50:49",999,400,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","","支持国产机(449)
屏幕大(418)
性价比高(363)
外观漂亮(348)
系统流畅(276)
功能齐全(209)
反应快(188)
通话质量好(168)
信号稳定(145)
字体大(110)","全部评价(1550)
好评(1476)
中评(52)
差评(22)
有晒单(99)"
1039043,"http://item.jd.com/1039043.html","三星Galaxy Note 3 N9008V","1","三星（SAMSUNG）","","2014-01-14 13:47:19",4888,430,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","白色","","5.6英寸及以上","中国大陆","拍照神器","屏幕大(105)
系统流畅(74)
外观漂亮(74)
反应快(67)
分辨率高(63)
功能齐全(58)
照相不错(56)
音质好(47)
信号稳定(43)
通话质量好(42)","全部评价(377)
好评(363)
中评(8)
差评(6)
有晒单(21)"
1059376,"http://item.jd.com/1059376.html","酷派大观4mini 8908","1","酷派（Coolpad）","Android","2014-01-27 14:47:44",1099,500,"移动3G（TD-SCDMA）","白色","","4.9-4.1英寸","中国大陆","","外观漂亮(423)
支持国产机(343)
性价比高(288)
照相不错(275)
分辨率高(254)
系统流畅(202)
功能齐全(170)
通话质量好(164)
音质好(161)
反应快(134)","全部评价(1300)
好评(1160)
中评(109)
差评(31)
有晒单(225)"
929598,"http://item.jd.com/929598.html","索尼Xperia C S39h","1","索尼（SONY）","Android","2013-07-18 14:12:19",1298,356,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","黑色","","5.5-5.0英寸","中国大陆","美颜自拍","屏幕大(1378)
性价比高(1134)
外观漂亮(967)
系统流畅(867)
音质好(791)
功能齐全(779)
通话质量好(674)
照相不错(666)
反应快(626)
电池耐用(519)","全部评价(5721)
好评(5047)
中评(415)
差评(259)
有晒单(299)"
